;papel;tipo;empresa;setor;cotacao;dt_ult_cotacao;min_52_sem;max_52_sem;vol_med;valor_mercado;valor_firma;ult_balanco_pro;nr_acoes;os_dia;pl;lpa;pvp;vpa;p_ebit;marg_bruta;psr;marg_ebit;p_ativo;marg_liquida;p_cap_giro;ebit_ativo;p_ativo_circ_liq;roic;div_yield;roe;ev_ebitda;liquidez_corr;ev_ebit;cres_rec;ativo;disponibilidades;ativo_circulante;divd_bruta;divd_liquida;patr_liquido;lucro_liquido_12m;lucro_liquido_3m
346;RRRP3;ON NM;3R PETROLEUM ON NM;Petróleo, Gás e Biocombustíveis;31,47;24/08/2023;26,73;50,51;176.523.000;7.552.330.000;14.857.300.000;30/06/2023;239985000;-0.44;15.78;1.99;1.44;21.89;17.86;35.3;3.20;17.9;0.40;20.5;45.54;2.3;-0.68;2.5;0.0;9.1;18.59;1.08;35.14;93.7;18.679.400.000;833.250.000;2.297.100.000;8.138.210.000;7.304.960.000;5.252.820.000;478.562.000;77.016.000
347;RSID3;ON N1;ROSSI RESIDENCIAL ON N1;Construção Civil;4,82;24/08/2023;2,35;5,18;201.067;96.400.000;708.906.000;30/06/2023;20000000;0.63;0.00;0.00;-0.08;-60.00;0;0;0;0;0.15;0;-0.08;0.0;-0.06;0;0.0;0;0;0.24;0;-31.2;645.041.000;10.066.000;354.694.000;622.572.000;612.506.000;-1.200.090.000;0;-43.140.000
348;RSUL4;PN;METALURGICA RIOSULENSE S/A PN;Material de Transporte;62,00;24/08/2023;51,74;81,30;300.615;376.472.000;337.334.000;30/06/2023;6072130;0.05;5.78;10.74;2.33;26.61;3.64;40.1;0.99;27.2;1.10;17.1;3.89;30.2;-551.21;37.1;4.6;40.3;3.07;2.16;3.26;29.6;342.445.000;47.476.000;180.180.000;8.338.000;-39.138.000;161.582.000;65.186.000;12.743.000
349;SANB11;UNT;SANTANDER UNT;Intermediários Financeiros;26,78;24/08/2023;24,72;31,05;41.484.000;100.405.000.000;-;30/06/2023;7498530000;-0.63;11.46;2.34;1.20;22.40;0;0;0;0;0;0.0;0;0.0;0;0;6.4;10.4;0;0;0;05.9;1.111.400.000.000;0;0;0;0;83.990.900.000;8.765.160.000;2.117.390.000
350;SANB3;ON;SANTANDER ON;Intermediários Financeiros;12,60;24/08/2023;11,56;14,59;1.900.500;94.481.500.000;-;30/06/2023;7498530000;-0.71;10.78;1.17;1.12;11.20;0;0;0;0;0;0.0;0;0.0;0;0;6.5;10.4;0;0;0;05.9;1.111.400.000.000;0;0;0;0;83.990.900.000;8.765.160.000;2.117.390.000
351;SANB4;PN;SANTANDER PN;Intermediários Financeiros;14,19;24/08/2023;13,13;16,42;2.481.100;106.404.000.000;-;30/06/2023;7498530000;-0.35;12.14;1.17;1.27;11.20;0;0;0;0;0;0.0;0;0.0;0;0;6.4;10.4;0;0;0;05.9;1.111.400.000.000;0;0;0;0;83.990.900.000;8.765.160.000;2.117.390.000
352;SAPR11;UNT N2;SANEPAR UNT N2;Água e Saneamento;22,37;24/08/2023;15,25;22,42;17.357.200;6.761.130.000;11.221.400.000;30/06/2023;1511210000;0.58;4.94;4.52;0.74;30.11;2.74;60.2;1.15;41.8;0.38;23.2;8.15;13.9;-1.13;15.2;8.2;15.0;3.84;1.47;4.55;7.5;17.706.000.000;1.154.120.000;2.604.130.000;5.614.400.000;4.460.280.000;9.100.570.000;1.367.570.000;422.108.000
353;SAPR3;ON;SANEPAR ON;Água e Saneamento;4,22;24/08/2023;2,88;4,29;1.054.810;6.377.290.000;10.837.600.000;30/06/2023;1511210000;0.96;4.66;0.90;0.70;6.02;2.58;60.2;1.08;41.8;0.36;23.2;7.68;13.9;-1.06;15.2;8.0;15.0;3.71;1.47;4.39;7.5;17.706.000.000;1.154.120.000;2.604.130.000;5.614.400.000;4.460.280.000;9.100.570.000;1.367.570.000;422.108.000
354;SAPR4;PN;SANEPAR PN;Água e Saneamento;4,52;24/08/2023;3,13;4,52;8.326.280;6.830.650.000;11.290.900.000;30/06/2023;1511210000;0.89;4.99;0.90;0.75;6.02;2.77;60.2;1.16;41.8;0.39;23.2;8.23;13.9;-1.14;15.2;8.3;15.0;3.86;1.47;4.58;7.5;17.706.000.000;1.154.120.000;2.604.130.000;5.614.400.000;4.460.280.000;9.100.570.000;1.367.570.000;422.108.000
355;SBFG3;ON;GRUPO SBF ON;Comércio;8,08;24/08/2023;6,97;23,38;38.336.700;1.969.010.000;4.621.170.000;30/06/2023;243689000;-3.23;15.95;0.51;0.86;9.44;5.35;48.2;0.30;5.6;0.24;1.9;1.39;4.5;-1.13;5.4;1.7;5.4;5.98;1.53;12.56;36.1;8.124.510.000;173.234.000;4.076.310.000;2.825.400.000;2.652.170.000;2.301.070.000;123.411.000;-33.675.000
356;SCAR3;ON;SÃO CARLOS EMPREEND.E PARTICIPAÇÕES S.A. ON;Exploração de Imóveis;24,78;24/08/2023;11,82;28,00;134.813;1.430.720.000;3.026.420.000;30/06/2023;57737000;1.72;47.67;0.52;0.93;26.65;5.03;48.5;1.84;36.5;0.41;3.7;2.25;8.0;-1.30;8.6;0.0;2.0;8.89;3.57;10.65;19.4;3.531.010.000;234.785.000;882.154.000;1.830.480.000;1.595.700.000;1.538.560.000;30.014.000;47.789.000
357;SEER3;ON NM;SER EDUCA ON NM;Diversos;6,44;24/08/2023;2,81;8,93;9.988.190;828.970.000;1.347.350.000;30/06/2023;128722000;-3.74;-5.13;-1.26;0.67;9.64;4.15;49.9;0.47;11.3;0.24;-9.2;4.16;5.7;-0.57;6.2;0.0;-13.0;3.13;1.34;6.74;9.3;3.481.220.000;209.896.000;792.364.000;728.279.000;518.383.000;1.240.560.000;-161.705.000;31.383.000
358;SEQL3;ON NM;SEQUOIA LOG ON NM;Serviços Diversos;0,76;24/08/2023;0,76;7,59;11.764.200;157.309.000;1.072.880.000;30/06/2023;206985000;-7.32;-0.55;-1.39;0.43;1.75;-0.95;9.9;0.12;-12.3;0.08;-21.3;26.98;-8.8;-0.17;-9.8;0.0;-79.5;-212.03;1.01;-6.46;1.3;1.892.890.000;89.680.000;581.611.000;1.005.260.000;915.576.000;362.608.000;-288.364.000;-149.355.000
359;SGPS3;ON NM;Springs ON NM;Tecidos, Vestuário e Calçados;2,31;24/08/2023;0,71;3,83;788.301;115.500.000;917.243.000;30/09/2022;50000000;-4.55;-0.25;-9.09;0.19;12.12;-0.94;24.2;0.08;-8.5;0.04;-31.4;1.67;-4.2;-0.10;-5.0;0.0;-75.0;-41.30;1.07;-7.49;0.0;2.934.160.000;258.679.000;1.119.660.000;1.060.420.000;801.743.000;605.751.000;-454.309.000;-175.386.000
360;SHOW3;ON NM;TIME FOR FUN ON NM;Viagens e Lazer;2,82;24/08/2023;1,36;3,83;667.429;190.105.000;211.008.000;30/06/2023;67413000;1.08;84.98;0.03;1.29;2.19;3.08;25.3;0.47;15.3;0.23;1.6;9.72;7.6;-2.65;14.6;0.0;1.5;3.14;1.03;3.42;03.7;811.270.000;129.878.000;587.239.000;150.781.000;20.903.000;147.658.000;2.237.000;16.117.000
361;SHUL4;PN;SCHULZ PN;Máquinas e Equipamentos;7,55;24/08/2023;4,07;7,70;2.348.180;2.698.180.000;2.749.650.000;30/06/2023;357375000;-1.95;8.50;0.89;2.26;3.35;7.61;28.4;1.27;16.7;1.18;15.0;2.84;15.5;7.28;23.1;3.9;26.5;6.61;2.84;7.76;23.6;2.293.800.000;651.784.000;1.468.580.000;703.253.000;51.469.000;1.195.900.000;317.393.000;62.422.000
362;SIMH3;ON NM;SIMPAR ON NM;Holdings Diversificadas;10,57;24/08/2023;5,87;11,26;28.616.800;8.861.970.000;41.743.700.000;30/06/2023;838408000;-1.03;42.82;0.25;2.81;3.76;1.55;29.0;0.30;19.5;0.15;2.0;1.06;9.5;-0.25;11.4;1.5;6.6;5.13;1.87;7.30;62.9;60.059.500.000;7.770.870.000;18.020.200.000;40.652.600.000;32.881.700.000;3.149.540.000;206.948.000;12.329.000
363;SLCE3;ON NM;SLC Agricola ON NM;Agropecuária;39,09;24/08/2023;34,42;44,90;68.586.500;8.860.330.000;12.624.700.000;30/06/2023;226665000;-2.35;9.61;4.07;1.67;23.38;4.52;29.5;0.99;22.0;0.57;11.0;2.31;12.6;-4.02;14.3;7.1;17.4;5.87;1.99;6.44;37.2;15.545.000.000;1.160.790.000;7.689.960.000;4.925.140.000;3.764.360.000;5.298.880.000;921.517.000;334.197.000
364;SLED3;ON;EDITORA SARAIVA ON;Comércio;5,32;24/08/2023;5,32;10,90;27.949;51.258.200;87.142.200;30/06/2023;9635000;-13.07;0.74;7.15;-0.13;-39.57;-0.74;47.9;0.69;-93.8;0.80;92.7;-0.33;-108.3;-0.12;-2259.9;0.0;-18.1;-1.53;0.12;-1.25;-48.7;64.369.000;98.000;21.688.000;35.982.000;35.884.000;-381.277.000;68.902.000;-17.552.000
365;SLED4;PN;EDITORA SARAIVA PN;Comércio;2,30;24/08/2023;0,93;4,62;717.459;22.160.500;58.044.500;30/06/2023;9635000;-5.35;0.32;7.15;-0.06;-39.57;-0.32;47.9;0.30;-93.8;0.34;92.7;-0.14;-108.3;-0.05;-2259.9;0.0;-18.1;-1.02;0.12;-0.83;-48.7;64.369.000;98.000;21.688.000;35.982.000;35.884.000;-381.277.000;68.902.000;-17.552.000
366;SMFT3;ON NM;SMART FIT ON NM;Viagens e Lazer;23,55;24/08/2023;12,15;24,13;43.808.000;13.806.000.000;14.402.700.000;30/06/2023;586242000;-0.38;34.55;0.68;3.02;7.79;45.16;37.7;7.69;17.0;1.09;22.5;11.69;2.4;-2.93;3.2;0.0;8.7;10.73;1.55;47.11;5.3;12.656.600.000;2.677.440.000;3.346.610.000;3.274.110.000;596.668.000;4.567.620.000;399.630.000;260.171.000
367;SMTO3;ON NM;SAO MARTINHO ON NM;Alimentos Processados;35,09;24/08/2023;21,12;36,90;52.713.700;12.422.200.000;19.107.700.000;30/06/2023;354011000;0.83;12.25;2.87;2.04;17.17;8.62;31.4;1.98;23.0;0.65;16.2;3.65;7.6;-1.77;9.0;4.7;16.7;5.51;2.37;13.25;18.4;18.971.000.000;2.370.270.000;5.880.010.000;9.055.700.000;6.685.430.000;6.078.940.000;1.014.430.000;220.268.000
368;SNSY5;PNA;SANSUY S.A. INDÚSTRIA DE PLÁSTICOS PNA;Materiais Diversos;4,01;24/08/2023;2,42;4,69;73.301;30.941.200;155.622.000;30/06/2023;7716000;0.50;-0.10;-38.72;-0.02;-241.54;1.47;23.0;0.04;2.4;0.06;-34.6;7.37;4.3;-0.01;4.8;0.0;16.0;4.17;1.02;7.39;21.4;488.089.000;2.348.000;283.253.000;127.029.000;124.681.000;-1.863.700.000;-298.766.000;-21.034.000
369;SOJA3;ON NM;BOA SAFRA ON NM;Agropecuária;14,04;24/08/2023;9,48;14,04;3.269.580;1.644.650.000;1.990.280.000;30/06/2023;117140000;0.72;9.20;1.53;2.01;7.00;8.17;14.2;0.90;11.0;0.77;11.0;2.66;9.4;3.94;12.0;0.6;21.8;10.00;1.69;9.89;75.6;2.142.570.000;280.498.000;1.514.810.000;626.128.000;345.630.000;820.247.000;178.827.000;27.834.000
370;SOMA3;ON NM;GRUPO SOMA ON NM;Comércio;8,48;24/08/2023;7,43;14,85;117.613.000;6.654.650.000;7.876.980.000;30/06/2023;784747000;-3.96;21.54;0.39;0.88;9.61;12.08;56.7;1.29;10.7;0.62;6.0;3.66;5.1;36.88;5.6;1.2;4.1;9.62;2.16;14.29;78.2;10.746.100.000;240.585.000;3.385.580.000;1.462.910.000;1.222.330.000;7.540.900.000;308.877.000;85.371.000
371;SOND5;PNA;SONDOTECNICA S/A. PNA;Construção e Engenharia;50,00;03/08/2023;26,93;50,00;516;122.900.000;90.423.000;30/06/2023;2458000;0.00;7.50;6.67;2.21;22.63;3.15;40.8;0.75;23.8;1.33;10.0;3.60;42.2;5.19;66.4;12.2;29.5;2.18;2.29;2.32;29.7;92.432.000;32.477.000;60.473.000;0;-32.477.000;55.632.000;16.385.000;448.000
372;SOND6;PNB;SONDOTECNICA S/A. PNB;Construção e Engenharia;40,56;02/08/2023;25,97;45,60;1.683;99.696.500;67.219.500;30/06/2023;2458000;0.00;6.08;6.67;1.79;22.63;2.56;40.8;0.61;23.8;1.08;10.0;2.92;42.2;4.21;66.4;15.0;29.5;1.62;2.29;1.72;29.7;92.432.000;32.477.000;60.473.000;0;-32.477.000;55.632.000;16.385.000;448.000
373;SQIA3;ON;SINQIA ON;Programas e Serviços;27,25;24/08/2023;13,71;27,25;25.933.600;2.396.420.000;2.607.600.000;30/06/2023;87942000;0.29;2732.52;0.01;3.75;7.27;43.05;41.5;3.65;8.5;1.49;0.5;26.93;3.5;-3.71;4.0;0.2;0.1;16.41;1.44;46.85;46.3;1.604.650.000;218.226.000;290.294.000;429.404.000;211.178.000;639.749.000;877.000;-3.353.000
374;STBP3;ON NM;SBPAR ON NM;Transporte;9,09;24/08/2023;6,25;10,26;31.842.800;7.855.310.000;7.677.780.000;30/06/2023;864170000;-2.26;21.06;0.43;3.61;2.52;14.51;44.8;4.08;28.1;1.79;19.4;50.63;12.3;-5.46;14.2;9.1;17.1;10.15;1.25;14.18;22.4;4.394.440.000;474.548.000;777.208.000;297.021.000;-177.527.000;2.178.730.000;373.068.000;94.399.000
375;SUZB3;ON;Suzano Papel ON;Madeira e Papel;49,35;24/08/2023;38,00;56,55;214.557.000;65.345.200.000;120.103.000.000;30/06/2023;1324120000;-0.26;2.82;17.53;1.53;32.16;3.40;48.0;1.33;39.2;0.47;47.4;2.82;13.9;-1.14;17.1;3.7;54.5;4.51;2.56;6.26;25.2;138.279.000.000;19.774.100.000;38.062.300.000;74.532.300.000;54.758.200.000;42.587.500.000;23.211.800.000;5.073.130.000
376;SYNE3;ON NM;SYN PROP TEC ON NM;Exploração de Imóveis;4,08;24/08/2023;2,74;5,45;974.997;622.788.000;1.313.460.000;30/06/2023;152644000;0.99;-17.33;-0.24;0.41;9.87;4.53;49.2;1.47;32.5;0.16;-5.3;1.94;3.4;-0.60;3.7;0.0;-2.4;6.50;4.21;9.55;16.2;4.010.510.000;312.490.000;421.200.000;1.003.160.000;690.674.000;1.507.070.000;-35.937.000;-4.134.000
377;TAEE11;UNT;TAESA UNT;Energia Elétrica;34,90;24/08/2023;30,91;38,73;73.208.400;12.023.000.000;20.125.500.000;30/06/2023;1033500000;0.95;10.30;3.39;1.80;19.42;8.13;70.9;5.13;63.1;0.64;49.8;4.99;7.9;-1.41;8.5;9.7;17.5;13.42;3.03;13.60;9.3;18.812.300.000;1.323.640.000;3.598.340.000;9.426.130.000;8.102.490.000;6.689.300.000;1.167.790.000;220.426.000
378;TAEE3;ON N2;TAESA ON N2;Energia Elétrica;11,62;24/08/2023;10,21;12,97;2.055.760;12.009.200.000;20.111.700.000;30/06/2023;1033500000;0.87;10.28;1.13;1.80;6.47;8.12;70.9;5.12;63.1;0.64;49.8;4.98;7.9;-1.41;8.5;9.7;17.5;13.41;3.03;13.59;9.3;18.812.300.000;1.323.640.000;3.598.340.000;9.426.130.000;8.102.490.000;6.689.300.000;1.167.790.000;220.426.000
379;TAEE4;PN N2;TAESA PN N2;Energia Elétrica;11,67;24/08/2023;10,43;12,98;3.810.270;12.060.900.000;20.163.400.000;30/06/2023;1033500000;0.69;10.33;1.13;1.80;6.47;8.15;70.9;5.14;63.1;0.64;49.8;5.01;7.9;-1.41;8.5;9.7;17.5;13.44;3.03;13.63;9.3;18.812.300.000;1.323.640.000;3.598.340.000;9.426.130.000;8.102.490.000;6.689.300.000;1.167.790.000;220.426.000
380;TASA3;ON;TAURUS ARMAS ON;Máquinas e Equipamentos;14,74;24/08/2023;10,83;17,58;333.373;1.866.590.000;2.110.500.000;30/06/2023;126634000;-1.14;6.05;2.44;1.76;8.36;4.43;40.6;0.86;19.5;0.91;14.3;4.35;20.6;8.46;24.3;9.5;29.1;4.64;1.55;5.00;29.5;2.050.210.000;206.674.000;1.212.210.000;450.588.000;243.914.000;1.058.530.000;308.431.000;48.863.000
381;TASA4;PN;TAURUS ARMAS PN;Máquinas e Equipamentos;14,62;24/08/2023;11,09;17,26;8.449.620;1.851.390.000;2.095.300.000;30/06/2023;126634000;-0.95;6.00;2.44;1.75;8.36;4.39;40.6;0.86;19.5;0.90;14.3;4.32;20.6;8.39;24.3;9.5;29.1;4.61;1.55;4.97;29.5;2.050.210.000;206.674.000;1.212.210.000;450.588.000;243.914.000;1.058.530.000;308.431.000;48.863.000
382;TCSA3;ON NM;TECNISA ON NM;Construção Civil;3,75;24/08/2023;2,30;4,21;366.482;276.071.000;778.442.000;30/06/2023;73619000;-1.06;10.55;0.36;0.46;8.13;-12.00;16.4;0.71;-5.9;0.18;7.2;0.46;-1.5;-2.62;-1.7;0.0;4.4;-59.62;3.54;-33.83;4.4;1.567.760.000;161.160.000;831.367.000;663.531.000;502.371.000;598.661.000;26.165.000;4.577.000
383;TECN3;ON NM;TECHNOS ON NM;Tecidos, Vestuário e Calçados;3,27;24/08/2023;1,95;3,75;939.712;231.863.000;229.572.000;30/06/2023;70906000;-2.39;4.79;0.68;0.63;5.18;3.68;55.1;0.67;18.3;0.36;14.0;0.73;9.9;1.66;12.8;2.6;13.2;4.39;4.32;3.64;5.6;639.357.000;111.826.000;411.063.000;109.535.000;-2.291.000;367.561.000;48.375.000;15.095.000
384;TEKA3;ON;TEKA S.A. ON;Tecidos, Vestuário e Calçados;8,23;19/08/2022;0,00;0,00;0;4.139.690;540.057.000;30/06/2023;503000;0.00;-0.03;-300.15;0.00;-3964.11;-1.30;18.2;0.02;-1.2;0.00;-54.8;0.00;-0.3;0.00;-0.5;0.0;7.6;411.00;0.04;-169.78;20.8;1.119.880.000;192.000;103.493.000;536.109.000;535.917.000;-1.993.950.000;-150.977.000;-40.360.000
385;TEKA4;PN;TEKA S.A. PN;Tecidos, Vestuário e Calçados;18,34;22/08/2023;12,06;28,39;12.423;9.225.020;545.142.000;30/06/2023;503000;0.00;-0.06;-300.15;0.00;-3964.11;-2.90;18.2;0.03;-1.2;0.01;-54.8;0.00;-0.3;0.00;-0.5;0.0;7.6;414.87;0.04;-171.37;20.8;1.119.880.000;192.000;103.493.000;536.109.000;535.917.000;-1.993.950.000;-150.977.000;-40.360.000
386;TELB3;ON;TELEBRAS ON;Telecomunicações;17,31;24/08/2023;13,60;25,00;51.517;1.495.290.000;433.074.000;30/06/2023;86383000;-2.48;-422.28;-0.04;0.89;19.41;-4.85;-50.9;3.83;-78.9;0.37;-0.9;1.12;-7.6;-1.96;-11.1;0.0;-0.2;-6.98;5.70;-1.41;76.6;4.058.020.000;1.192.700.000;1.617.840.000;130.481.000;-1.062.220.000;1.676.680.000;-3.541.000;-2.749.000
387;TELB4;PN;TELEBRAS PN;Telecomunicações;13,67;24/08/2023;7,05;16,46;92.710;1.180.860.000;118.640.000;30/06/2023;86383000;1.26;-333.48;-0.04;0.70;19.41;-3.83;-50.9;3.03;-78.9;0.29;-0.9;0.89;-7.6;-1.55;-11.1;0.0;-0.2;-1.91;5.70;-0.39;76.6;4.058.020.000;1.192.700.000;1.617.840.000;130.481.000;-1.062.220.000;1.676.680.000;-3.541.000;-2.749.000
388;TEND3;ON NM;Tenda ON NM;Construção Civil;14,92;24/08/2023;3,80;14,92;44.904.100;1.556.810.000;2.184.840.000;30/06/2023;104344000;2.97;-3.72;-4.01;2.26;6.59;-34.69;14.2;0.61;-1.7;0.36;-16.6;2.49;-1.0;-1.12;-1.3;0.0;-60.8;191.82;1.39;-48.69;9.4;4.306.530.000;733.512.000;2.223.930.000;1.361.540.000;628.028.000;687.819.000;-417.957.000;-10.535.000
389;TFCO4;PN;TRACK FIELD PN;Tecidos, Vestuário e Calçados;14,16;24/08/2023;9,07;14,20;2.570.760;2.261.610.000;2.320.510.000;30/06/2023;159718000;-0.28;20.35;0.70;6.12;2.31;16.53;58.0;3.64;22.0;3.80;17.9;7.77;23.0;11.25;27.4;1.6;30.1;15.91;3.15;16.96;34.0;594.833.000;39.929.000;426.288.000;98.830.000;58.901.000;369.585.000;111.131.000;26.831.000
390;TGMA3;ON NM;Tegma ON NM;Transporte;26,44;24/08/2023;15,47;26,54;4.130.140;1.745.120.000;1.678.730.000;30/06/2023;66003000;-0.38;9.47;2.79;2.18;12.13;7.96;20.1;1.14;14.4;1.54;12.1;5.19;19.4;8.06;25.6;6.0;23.0;6.92;2.62;7.66;2.4;1.129.600.000;237.038.000;543.928.000;170.646.000;-66.392.000;800.942.000;184.276.000;39.660.000
391;TIMS3;ON NM;TIM ON NM;Telecomunicações;14,66;24/08/2023;10,47;15,08;95.601.600;35.489.000.000;36.939.900.000;30/06/2023;2420800000;-0.14;17.53;0.84;1.40;10.46;9.00;50.2;1.55;17.2;0.64;8.8;-8.92;7.1;-1.68;8.1;5.8;8.0;3.27;0.70;9.37;10.1;55.706.600.000;3.338.620.000;9.280.860.000;4.789.570.000;1.450.960.000;25.327.100.000;2.024.760.000;626.472.000
392;TKNO4;PN;TEKNO PN;Siderurgia e Metalurgia;64,98;16/08/2023;53,64;69,01;3.393;191.561.000;161.902.000;30/06/2023;2948000;0.00;6.58;9.88;0.70;92.41;7.12;20.7;0.69;9.7;0.57;10.5;1.48;8.0;1.65;9.7;7.1;10.7;4.91;3.65;6.02;23.2;334.890.000;32.135.000;178.508.000;2.476.000;-29.659.000;272.425.000;29.120.000;7.422.000
393;TOTS3;ON NM;TOTVS ON NM;Programas e Serviços;28,19;24/08/2023;24,84;32,95;120.137.000;17.398.400.000;16.424.300.000;30/06/2023;617183000;-0.25;35.81;0.79;3.96;7.12;11.51;70.4;4.30;37.3;1.59;12.7;6.53;13.8;94.94;18.9;1.6;11.1;9.30;1.71;10.87;16.8;10.923.300.000;2.720.310.000;6.418.780.000;1.746.170.000;-974.137.000;4.395.750.000;485.814.000;95.405.000
394;TPIS3;ON NM;TRIUNFO PARTICIPACOES SA ON NM;Transporte;3,78;24/08/2023;2,99;7,07;303.948;166.320.000;1.737.880.000;30/06/2023;44000000;-1.82;-0.77;-4.92;0.22;17.29;-1.01;-1.2;0.20;-19.4;0.06;-25.8;-0.47;-5.9;-0.09;-6.3;4.9;-28.5;19.61;0.30;-10.52;01.6;2.795.950.000;50.006.000;154.720.000;1.621.570.000;1.571.560.000;760.673.000;-216.599.000;-64.510.000
395;TRAD3;ON NM;TC ON NM;Programas e Serviços;1,46;24/08/2023;0,82;4,73;3.983.650;409.015.000;293.509.000;30/06/2023;280147000;-2.67;-3.29;-0.44;0.84;1.73;-4.51;30.2;6.66;-147.9;0.79;-202.4;3.38;-17.5;3.39;-22.7;0.0;-25.6;-4.17;4.92;-3.23;-40.5;517.443.000;117.683.000;151.860.000;2.177.000;-115.506.000;485.762.000;-124.284.000;-13.147.000
396;TRIS3;ON NM;Trisul ON NM;Construção Civil;5,88;24/08/2023;2,77;6,99;8.294.770;1.097.310.000;1.811.650.000;30/06/2023;186618000;-3.61;11.69;0.50;0.84;7.02;12.78;25.6;1.22;9.6;0.41;10.9;0.85;3.2;1.63;3.7;2.3;7.2;20.27;2.83;21.10;5.1;2.677.370.000;277.678.000;1.988.440.000;992.011.000;714.333.000;1.309.160.000;93.841.000;28.757.000
397;TRPL3;ON N1;TRANSMISSÃO PAULISTA ON N1;Energia Elétrica;32,00;24/08/2023;26,84;33,97;64.460;21.084.300.000;28.455.300.000;30/06/2023;658883000;-0.87;8.90;3.60;1.20;26.57;7.01;60.1;3.85;55.0;0.62;44.3;8.30;8.8;-1.92;9.2;3.3;13.5;9.37;1.93;9.46;12.4;34.161.200.000;1.461.990.000;5.284.980.000;8.833.010.000;7.371.020.000;17.506.600.000;2.369.190.000;600.857.000
398;TRPL4;PN N1;TRANSMISSÃO PAULISTA PN N1;Energia Elétrica;25,25;24/08/2023;20,87;25,78;39.786.700;16.636.800.000;24.007.800.000;30/06/2023;658883000;0.52;7.02;3.60;0.95;26.57;5.53;60.1;3.04;55.0;0.49;44.3;6.55;8.8;-1.52;9.2;4.2;13.5;7.91;1.93;7.98;12.4;34.161.200.000;1.461.990.000;5.284.980.000;8.833.010.000;7.371.020.000;17.506.600.000;2.369.190.000;600.857.000
399;TTEN3;ON NM;3TENTOS ON NM;Agropecuária;13,65;24/08/2023;8,28;13,65;16.130.600;6.801.760.000;7.338.810.000;30/06/2023;498298000;3.25;11.80;1.16;2.30;5.93;14.66;14.0;0.89;6.0;1.09;7.5;4.41;7.4;8.36;12.4;0.0;19.5;14.46;1.60;15.82;25.2;6.262.700.000;811.847.000;4.120.910.000;1.348.890.000;537.046.000;2.953.280.000;576.364.000;78.358.000
400;TUPY3;ON;TUPY ON;Material de Transporte;26,80;24/08/2023;21,22;30,20;17.778.000;3.863.970.000;6.094.950.000;30/06/2023;144178000;-1.29;8.53;3.14;1.24;21.56;4.24;17.8;0.35;8.2;0.39;4.2;1.24;9.3;-5.71;12.4;2.8;14.6;4.84;2.06;6.68;25.0;9.812.250.000;1.148.950.000;6.027.210.000;3.379.930.000;2.230.980.000;3.109.040.000;452.886.000;59.903.000
401;TXRX3;ON;RENAUX ON;Tecidos, Vestuário e Calçados;9,00;30/05/2023;8,70;22,99;0;38.331.000;340.196.000;30/06/2023;4259000;0.00;-5.44;-1.65;-0.11;-81.16;2.01;26.9;0.20;9.8;0.17;-3.6;-0.19;8.3;-0.08;11.6;0.0;2.0;14.38;0.37;17.85;27.0;229.473.000;120.000;115.115.000;301.985.000;301.865.000;-345.671.000;-7.042.000;-12.100.000
402;TXRX4;PN;RENAUX PN;Tecidos, Vestuário e Calçados;3,69;21/08/2023;2,65;5,16;10.643;15.715.700;317.581.000;30/06/2023;4259000;0.00;-2.23;-1.65;-0.05;-81.16;0.82;26.9;0.08;9.8;0.07;-3.6;-0.08;8.3;-0.03;11.6;0.0;2.0;13.43;0.37;16.67;27.0;229.473.000;120.000;115.115.000;301.985.000;301.865.000;-345.671.000;-7.042.000;-12.100.000
403;UCAS3;ON NM;UNICASA ON NM;Utilidades Domésticas;2,67;24/08/2023;2,32;3,15;138.732;176.450.000;161.799.000;30/06/2023;66086000;-0.37;10.34;0.26;0.92;2.92;22.43;34.5;0.77;3.4;0.59;7.5;40.00;2.6;-13.85;3.1;6.8;8.8;9.98;1.05;20.56;15.2;299.111.000;30.804.000;93.611.000;16.153.000;-14.651.000;192.763.000;17.058.000;1.213.000
404;UNIP3;ON;UNIPAR PARTICIPAÇÕES S.A. ON;Químicos;73,59;24/08/2023;60,00;93,32;977.410;7.644.230.000;7.610.750.000;30/06/2023;103876000;-0.54;9.76;7.54;2.93;25.12;4.65;38.9;1.22;26.2;1.30;12.5;6.41;28.0;-8.98;38.7;8.5;30.0;4.03;2.00;4.63;25.2;5.872.800.000;1.332.090.000;2.383.710.000;1.298.610.000;-33.486.000;2.609.270.000;783.401.000;185.677.000
405;UNIP5;PNA;UNIPAR PARTICIPAÇÕES S.A. PNA;Químicos;86,01;24/08/2023;75,53;106,08;17.987;8.934.370.000;8.900.890.000;30/06/2023;103876000;-2.26;11.40;7.54;3.42;25.12;5.43;38.9;1.43;26.2;1.52;12.5;7.49;28.0;-10.50;38.7;8.1;30.0;4.71;2.00;5.41;25.2;5.872.800.000;1.332.090.000;2.383.710.000;1.298.610.000;-33.486.000;2.609.270.000;783.401.000;185.677.000
406;UNIP6;PNB;UNIPAR PARTICIPAÇÕES S.A. PNB;Químicos;79,50;24/08/2023;62,02;106,55;17.253.800;8.258.140.000;8.224.660.000;30/06/2023;103876000;0.65;10.54;7.54;3.16;25.12;5.02;38.9;1.32;26.2;1.41;12.5;6.93;28.0;-9.70;38.7;8.7;30.0;4.35;2.00;5.00;25.2;5.872.800.000;1.332.090.000;2.383.710.000;1.298.610.000;-33.486.000;2.609.270.000;783.401.000;185.677.000
